uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
DF,PNEUMONIA,OUTRO,"30 - 39",M,1
DF,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
DF,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
DF,SEPTICEMIA,HOSPITAL,"30 - 39",F,20
DF,SEPTICEMIA,HOSPITAL,"30 - 39",M,12
DF,SEPTICEMIA,OUTRO,"30 - 39",F,1
DF,SRAG,HOSPITAL,"30 - 39",F,1
DF,SRAG,HOSPITAL,"30 - 39",M,2
ES,OUTRAS,DOMICILIO,"30 - 39",F,4
ES,OUTRAS,DOMICILIO,"30 - 39",M,28
ES,OUTRAS,HOSPITAL,"30 - 39",F,46
ES,OUTRAS,HOSPITAL,"30 - 39",M,57
ES,OUTRAS,OUTRO,"30 - 39",F,1
ES,OUTRAS,OUTRO,"30 - 39",M,12
ES,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,7
ES,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,5
ES,OUTRAS,VIA_PUBLICA,"30 - 39",F,2
ES,OUTRAS,VIA_PUBLICA,"30 - 39",M,27
ES,COVID,HOSPITAL,"30 - 39",F,3
ES,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,2
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,5
ES,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,1
ES,PNEUMONIA,DOMICILIO,"30 - 39",F,1
ES,PNEUMONIA,DOMICILIO,"30 - 39",M,3
ES,PNEUMONIA,HOSPITAL,"30 - 39",F,17
ES,PNEUMONIA,HOSPITAL,"30 - 39",M,29
ES,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
ES,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
ES,PNEUMONIA,VIA_PUBLICA,"30 - 39",M,1
ES,SEPTICEMIA,DOMICILIO,"30 - 39",F,1
ES,SEPTICEMIA,HOSPITAL,"30 - 39",F,22
ES,SEPTICEMIA,HOSPITAL,"30 - 39",M,21
ES,SRAG,HOSPITAL,"30 - 39",M,3
GO,OUTRAS,DOMICILIO,"30 - 39",F,16
GO,OUTRAS,DOMICILIO,"30 - 39",M,41
GO,OUTRAS,HOSPITAL,"30 - 39",F,43
GO,OUTRAS,HOSPITAL,"30 - 39",M,64
GO,OUTRAS,IGNORADO,"30 - 39",F,2
GO,OUTRAS,IGNORADO,"30 - 39",M,8
GO,OUTRAS,OUTRO,"30 - 39",F,3
GO,OUTRAS,OUTRO,"30 - 39",M,31
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,17
GO,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,19
GO,OUTRAS,VIA_PUBLICA,"30 - 39",F,2
GO,OUTRAS,VIA_PUBLICA,"30 - 39",M,24
GO,COVID,DOMICILIO,"30 - 39",F,1
GO,COVID,HOSPITAL,"30 - 39",F,6
GO,COVID,HOSPITAL,"30 - 39",M,3
GO,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
GO,INDETERMINADA,HOSPITAL,"30 - 39",M,2
GO,INDETERMINADA,OUTRO,"30 - 39",M,1
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,3
GO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,8
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,7
GO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,6
GO,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"30 - 39",M,1
GO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",F,1
GO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,1
GO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
GO,PNEUMONIA,DOMICILIO,"30 - 39",F,2
GO,PNEUMONIA,DOMICILIO,"30 - 39",M,2
GO,PNEUMONIA,HOSPITAL,"30 - 39",F,20
GO,PNEUMONIA,HOSPITAL,"30 - 39",M,36
GO,PNEUMONIA,IGNORADO,"30 - 39",F,1
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,9
GO,SEPTICEMIA,DOMICILIO,"30 - 39",F,1
GO,SEPTICEMIA,HOSPITAL,"30 - 39",F,31
GO,SEPTICEMIA,HOSPITAL,"30 - 39",M,39
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,8
GO,SRAG,HOSPITAL,"30 - 39",F,1
GO,SRAG,HOSPITAL,"30 - 39",M,2
MA,OUTRAS,DOMICILIO,"30 - 39",F,15
MA,OUTRAS,DOMICILIO,"30 - 39",M,42
MA,OUTRAS,HOSPITAL,"30 - 39",F,40
MA,OUTRAS,HOSPITAL,"30 - 39",M,69
MA,OUTRAS,IGNORADO,"30 - 39",F,2
MA,OUTRAS,IGNORADO,"30 - 39",M,4
MA,OUTRAS,OUTRO,"30 - 39",F,2
MA,OUTRAS,OUTRO,"30 - 39",M,17
MA,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,4
MA,OUTRAS,VIA_PUBLICA,"30 - 39",M,10
MA,COVID,HOSPITAL,"30 - 39",M,1
MA,INDETERMINADA,DOMICILIO,"30 - 39",F,1
MA,INDETERMINADA,HOSPITAL,"30 - 39",F,1
MA,INDETERMINADA,HOSPITAL,"30 - 39",M,1
MA,INDETERMINADA,OUTRO,"30 - 39",M,1
MA,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,1
MA,INSUFICIENCIA_RESPIRATORIA,AMBULANCIA,"30 - 39",F,1
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,10
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,9
MA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",F,1
MA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
MA,PNEUMONIA,DOMICILIO,"30 - 39",F,1
MA,PNEUMONIA,DOMICILIO,"30 - 39",M,2
MA,PNEUMONIA,HOSPITAL,"30 - 39",F,8
MA,PNEUMONIA,HOSPITAL,"30 - 39",M,17
MA,PNEUMONIA,IGNORADO,"30 - 39",M,1
MA,SEPTICEMIA,AMBULANCIA,"30 - 39",M,1
MA,SEPTICEMIA,DOMICILIO,"30 - 39",M,1
MA,SEPTICEMIA,HOSPITAL,"30 - 39",F,16
MA,SEPTICEMIA,HOSPITAL,"30 - 39",M,19
MA,SEPTICEMIA,OUTRO,"30 - 39",M,1
MA,SRAG,HOSPITAL,"30 - 39",F,2
MA,SRAG,HOSPITAL,"30 - 39",M,1
MG,OUTRAS,DOMICILIO,"30 - 39",F,65
MG,OUTRAS,DOMICILIO,"30 - 39",I,1
MG,OUTRAS,DOMICILIO,"30 - 39",M,141
MG,OUTRAS,HOSPITAL,"30 - 39",F,209
MG,OUTRAS,HOSPITAL,"30 - 39",M,270
MG,OUTRAS,IGNORADO,"30 - 39",F,11
MG,OUTRAS,IGNORADO,"30 - 39",I,2
MG,OUTRAS,IGNORADO,"30 - 39",M,12
MG,OUTRAS,OUTRO,"30 - 39",F,12
MG,OUTRAS,OUTRO,"30 - 39",M,48
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,25
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,40
MG,OUTRAS,VIA_PUBLICA,"30 - 39",F,6
MG,OUTRAS,VIA_PUBLICA,"30 - 39",M,72
MG,COVID,HOSPITAL,"30 - 39",M,6
MG,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
MG,INDETERMINADA,DOMICILIO,"30 - 39",F,5
MG,INDETERMINADA,DOMICILIO,"30 - 39",M,12
MG,INDETERMINADA,HOSPITAL,"30 - 39",F,5
MG,INDETERMINADA,HOSPITAL,"30 - 39",M,5
MG,INDETERMINADA,IGNORADO,"30 - 39",F,1
MG,INDETERMINADA,OUTRO,"30 - 39",F,2
MG,INDETERMINADA,OUTRO,"30 - 39",M,4
MG,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
MG,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
MG,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,3
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,1
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,2
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,25
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,18
MG,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"30 - 39",I,3
MG,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"30 - 39",M,1
MG,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,3
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,3
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,4
MG,PNEUMONIA,DOMICILIO,"30 - 39",F,1
MG,PNEUMONIA,DOMICILIO,"30 - 39",M,1
MG,PNEUMONIA,HOSPITAL,"30 - 39",F,47
MG,PNEUMONIA,HOSPITAL,"30 - 39",M,103
MG,PNEUMONIA,IGNORADO,"30 - 39",F,1
MG,PNEUMONIA,OUTRO,"30 - 39",M,1
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,4
MG,SEPTICEMIA,HOSPITAL,"30 - 39",F,89
MG,SEPTICEMIA,HOSPITAL,"30 - 39",M,110
MG,SEPTICEMIA,IGNORADO,"30 - 39",F,2
MG,SEPTICEMIA,IGNORADO,"30 - 39",I,1
MG,SEPTICEMIA,IGNORADO,"30 - 39",M,3
MG,SEPTICEMIA,OUTRO,"30 - 39",F,1
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,4
MG,SRAG,DOMICILIO,"30 - 39",M,1
MG,SRAG,HOSPITAL,"30 - 39",F,3
MG,SRAG,HOSPITAL,"30 - 39",M,1
MS,OUTRAS,DOMICILIO,"30 - 39",F,7
MS,OUTRAS,DOMICILIO,"30 - 39",M,21
MS,OUTRAS,HOSPITAL,"30 - 39",F,26
MS,OUTRAS,HOSPITAL,"30 - 39",M,35
MS,OUTRAS,OUTRO,"30 - 39",F,3
MS,OUTRAS,OUTRO,"30 - 39",M,12
MS,OUTRAS,POSTO_SAUDE,"30 - 39",M,1
MS,OUTRAS,VIA_PUBLICA,"30 - 39",F,1
MS,OUTRAS,VIA_PUBLICA,"30 - 39",M,10
MS,INDETERMINADA,DOMICILIO,"30 - 39",F,1
MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,1
MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,1
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,2
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,3
MS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,2
MS,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,1
MS,PNEUMONIA,DOMICILIO,"30 - 39",M,1
MS,PNEUMONIA,HOSPITAL,"30 - 39",F,9
MS,PNEUMONIA,HOSPITAL,"30 - 39",M,18
MS,SEPTICEMIA,HOSPITAL,"30 - 39",F,13
MS,SEPTICEMIA,HOSPITAL,"30 - 39",M,14
MS,SRAG,DOMICILIO,"30 - 39",M,1
MS,SRAG,HOSPITAL,"30 - 39",M,1
MT,OUTRAS,DOMICILIO,"30 - 39",F,7
MT,OUTRAS,DOMICILIO,"30 - 39",M,13
MT,OUTRAS,HOSPITAL,"30 - 39",F,20
MT,OUTRAS,HOSPITAL,"30 - 39",M,33
MT,OUTRAS,IGNORADO,"30 - 39",F,12
MT,OUTRAS,IGNORADO,"30 - 39",M,44
MT,OUTRAS,OUTRO,"30 - 39",F,4
MT,OUTRAS,OUTRO,"30 - 39",M,8
MT,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
MT,OUTRAS,VIA_PUBLICA,"30 - 39",M,16
MT,COVID,HOSPITAL,"30 - 39",F,2
MT,COVID,HOSPITAL,"30 - 39",M,1
MT,COVID,IGNORADO,"30 - 39",M,1
MT,INDETERMINADA,IGNORADO,"30 - 39",M,3
MT,INDETERMINADA,OUTRO,"30 - 39",M,1
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,3
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,5
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"30 - 39",F,3
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"30 - 39",M,1
MT,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,3
MT,PNEUMONIA,HOSPITAL,"30 - 39",F,11
MT,PNEUMONIA,HOSPITAL,"30 - 39",M,14
MT,PNEUMONIA,IGNORADO,"30 - 39",F,3
MT,PNEUMONIA,IGNORADO,"30 - 39",M,7
MT,PNEUMONIA,OUTRO,"30 - 39",M,2
MT,SEPTICEMIA,HOSPITAL,"30 - 39",F,10
MT,SEPTICEMIA,HOSPITAL,"30 - 39",M,8
MT,SEPTICEMIA,IGNORADO,"30 - 39",F,5
MT,SEPTICEMIA,IGNORADO,"30 - 39",M,4
MT,SEPTICEMIA,OUTRO,"30 - 39",F,1
MT,SEPTICEMIA,OUTRO,"30 - 39",M,1
MT,SRAG,HOSPITAL,"30 - 39",F,1
PA,OUTRAS,DOMICILIO,"30 - 39",F,17
PA,OUTRAS,DOMICILIO,"30 - 39",M,43
PA,OUTRAS,HOSPITAL,"30 - 39",F,53
PA,OUTRAS,HOSPITAL,"30 - 39",M,62
PA,OUTRAS,IGNORADO,"30 - 39",F,1
PA,OUTRAS,IGNORADO,"30 - 39",M,3
PA,OUTRAS,OUTRO,"30 - 39",F,4
PA,OUTRAS,OUTRO,"30 - 39",M,13
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,5
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,10
PA,OUTRAS,VIA_PUBLICA,"30 - 39",F,4
PA,OUTRAS,VIA_PUBLICA,"30 - 39",M,35
PA,COVID,HOSPITAL,"30 - 39",F,3
PA,COVID,HOSPITAL,"30 - 39",M,1
PA,INDETERMINADA,DOMICILIO,"30 - 39",F,1
PA,INDETERMINADA,DOMICILIO,"30 - 39",M,1
PA,INDETERMINADA,OUTRO,"30 - 39",M,2
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,2
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,2
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,11
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,21
PA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",F,1
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,3
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,3
PA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,1
PA,PNEUMONIA,DOMICILIO,"30 - 39",F,1
PA,PNEUMONIA,DOMICILIO,"30 - 39",M,1
PA,PNEUMONIA,HOSPITAL,"30 - 39",F,12
PA,PNEUMONIA,HOSPITAL,"30 - 39",M,29
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,4
PA,PNEUMONIA,VIA_PUBLICA,"30 - 39",F,1
PA,PNEUMONIA,VIA_PUBLICA,"30 - 39",M,1
PA,SEPTICEMIA,DOMICILIO,"30 - 39",F,2
PA,SEPTICEMIA,DOMICILIO,"30 - 39",M,3
PA,SEPTICEMIA,HOSPITAL,"30 - 39",F,24
PA,SEPTICEMIA,HOSPITAL,"30 - 39",M,31
PA,SEPTICEMIA,OUTRO,"30 - 39",M,1
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,4
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
PA,SRAG,DOMICILIO,"30 - 39",M,1
PA,SRAG,HOSPITAL,"30 - 39",F,1
PB,OUTRAS,DOMICILIO,"30 - 39",F,14
PB,OUTRAS,DOMICILIO,"30 - 39",M,30
PB,OUTRAS,HOSPITAL,"30 - 39",F,38
PB,OUTRAS,HOSPITAL,"30 - 39",M,64
PB,OUTRAS,OUTRO,"30 - 39",F,2
PB,OUTRAS,OUTRO,"30 - 39",M,12
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
PB,OUTRAS,VIA_PUBLICA,"30 - 39",F,3
PB,OUTRAS,VIA_PUBLICA,"30 - 39",M,13
PB,COVID,HOSPITAL,"30 - 39",F,1
PB,COVID,HOSPITAL,"30 - 39",M,1
PB,INDETERMINADA,DOMICILIO,"30 - 39",M,1
PB,INDETERMINADA,HOSPITAL,"30 - 39",M,1
PB,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,1
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,1
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,1
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,7
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,7
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
PB,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,1
PB,PNEUMONIA,DOMICILIO,"30 - 39",F,2
PB,PNEUMONIA,DOMICILIO,"30 - 39",M,2
PB,PNEUMONIA,HOSPITAL,"30 - 39",F,12
PB,PNEUMONIA,HOSPITAL,"30 - 39",M,21
PB,SEPTICEMIA,DOMICILIO,"30 - 39",F,1
PB,SEPTICEMIA,DOMICILIO,"30 - 39",M,3
PB,SEPTICEMIA,HOSPITAL,"30 - 39",F,18
PB,SEPTICEMIA,HOSPITAL,"30 - 39",M,25
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
PB,SRAG,HOSPITAL,"30 - 39",F,1
PB,SRAG,HOSPITAL,"30 - 39",M,1
PE,OUTRAS,DOMICILIO,"30 - 39",F,39
PE,OUTRAS,DOMICILIO,"30 - 39",M,76
PE,OUTRAS,HOSPITAL,"30 - 39",F,106
PE,OUTRAS,HOSPITAL,"30 - 39",M,155
PE,OUTRAS,IGNORADO,"30 - 39",F,2
PE,OUTRAS,IGNORADO,"30 - 39",M,4
PE,OUTRAS,OUTRO,"30 - 39",F,5
PE,OUTRAS,OUTRO,"30 - 39",M,38
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,8
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,20
PE,OUTRAS,VIA_PUBLICA,"30 - 39",F,5
PE,OUTRAS,VIA_PUBLICA,"30 - 39",M,74
PE,COVID,HOSPITAL,"30 - 39",M,2
PE,INDETERMINADA,DOMICILIO,"30 - 39",M,2
PE,INDETERMINADA,HOSPITAL,"30 - 39",F,1
PE,INDETERMINADA,HOSPITAL,"30 - 39",M,2
PE,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,1
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,2
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,5
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,19
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,12
PE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,1
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
PE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,1
PE,PNEUMONIA,DOMICILIO,"30 - 39",F,2
PE,PNEUMONIA,DOMICILIO,"30 - 39",M,2
PE,PNEUMONIA,HOSPITAL,"30 - 39",F,16
PE,PNEUMONIA,HOSPITAL,"30 - 39",M,34
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
PE,SEPTICEMIA,DOMICILIO,"30 - 39",F,3
PE,SEPTICEMIA,DOMICILIO,"30 - 39",M,4
PE,SEPTICEMIA,HOSPITAL,"30 - 39",F,48
PE,SEPTICEMIA,HOSPITAL,"30 - 39",M,79
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
PE,SRAG,DOMICILIO,"30 - 39",F,1
PE,SRAG,HOSPITAL,"30 - 39",F,2
PE,SRAG,HOSPITAL,"30 - 39",M,2
PI,OUTRAS,DOMICILIO,"30 - 39",F,14
PI,OUTRAS,DOMICILIO,"30 - 39",M,24
PI,OUTRAS,HOSPITAL,"30 - 39",F,20
PI,OUTRAS,HOSPITAL,"30 - 39",M,22
PI,OUTRAS,OUTRO,"30 - 39",M,1
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,3
PI,OUTRAS,VIA_PUBLICA,"30 - 39",F,1
PI,OUTRAS,VIA_PUBLICA,"30 - 39",M,4
PI,INDETERMINADA,DOMICILIO,"30 - 39",M,1
PI,INDETERMINADA,HOSPITAL,"30 - 39",M,1
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,2
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,1
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,2
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,10
PI,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
PI,PNEUMONIA,DOMICILIO,"30 - 39",F,1
PI,PNEUMONIA,DOMICILIO,"30 - 39",M,1
PI,PNEUMONIA,HOSPITAL,"30 - 39",F,5
PI,PNEUMONIA,HOSPITAL,"30 - 39",M,8
PI,SEPTICEMIA,HOSPITAL,"30 - 39",F,2
PI,SEPTICEMIA,HOSPITAL,"30 - 39",M,11
PR,OUTRAS,DOMICILIO,"30 - 39",F,41
PR,OUTRAS,DOMICILIO,"30 - 39",M,77
PR,OUTRAS,HOSPITAL,"30 - 39",F,134
PR,OUTRAS,HOSPITAL,"30 - 39",M,144
PR,OUTRAS,OUTRO,"30 - 39",F,6
PR,OUTRAS,OUTRO,"30 - 39",M,51
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,8
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,15
PR,OUTRAS,VIA_PUBLICA,"30 - 39",F,9
PR,OUTRAS,VIA_PUBLICA,"30 - 39",M,69
PR,COVID,DOMICILIO,"30 - 39",F,1
PR,COVID,HOSPITAL,"30 - 39",M,5
PR,INDETERMINADA,DOMICILIO,"30 - 39",F,3
PR,INDETERMINADA,DOMICILIO,"30 - 39",M,7
PR,INDETERMINADA,HOSPITAL,"30 - 39",M,1
PR,INDETERMINADA,OUTRO,"30 - 39",M,2
PR,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,1
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,1
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,3
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,12
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,13
PR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,2
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
PR,PNEUMONIA,DOMICILIO,"30 - 39",F,2
PR,PNEUMONIA,HOSPITAL,"30 - 39",F,39
PR,PNEUMONIA,HOSPITAL,"30 - 39",M,51
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
PR,SEPTICEMIA,DOMICILIO,"30 - 39",M,1
PR,SEPTICEMIA,HOSPITAL,"30 - 39",F,41
PR,SEPTICEMIA,HOSPITAL,"30 - 39",M,69
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
PR,SRAG,HOSPITAL,"30 - 39",F,1
PR,SRAG,HOSPITAL,"30 - 39",M,4
RJ,OUTRAS,DOMICILIO,"30 - 39",F,51
RJ,OUTRAS,DOMICILIO,"30 - 39",M,85
RJ,OUTRAS,HOSPITAL,"30 - 39",F,202
RJ,OUTRAS,HOSPITAL,"30 - 39",M,246
RJ,OUTRAS,IGNORADO,"30 - 39",M,2
RJ,OUTRAS,OUTRO,"30 - 39",F,18
RJ,OUTRAS,OUTRO,"30 - 39",M,47
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,30
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,85
RJ,OUTRAS,VIA_PUBLICA,"30 - 39",F,9
RJ,OUTRAS,VIA_PUBLICA,"30 - 39",M,50
RJ,COVID,HOSPITAL,"30 - 39",F,2
RJ,COVID,HOSPITAL,"30 - 39",M,3
RJ,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
RJ,INDETERMINADA,DOMICILIO,"30 - 39",F,2
RJ,INDETERMINADA,DOMICILIO,"30 - 39",M,4
RJ,INDETERMINADA,HOSPITAL,"30 - 39",F,4
RJ,INDETERMINADA,HOSPITAL,"30 - 39",M,4
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
RJ,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,2
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,4
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,3
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,42
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,32
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,8
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,9
RJ,PNEUMONIA,DOMICILIO,"30 - 39",F,2
